item_id,model_generation,model,condition,language_pair,task_family,ftga,rtt,unresolved,first_turn_tokens,total_input_tokens,total_output_tokens,total_tokens_until_stop,extra_tokens_after_first,token_tax
hi_en_SC_003,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,0,3,1,221,713,48,761,540,3.4434389140271495
hi_en_SC_004,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,75,48,27,75,0,1.0
hi_en_SC_004,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,1,0,0,225,205,20,225,0,1.0
hi_en_SC_005,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,73,48,25,73,0,1.0
hi_en_SC_005,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,1,0,0,236,205,31,236,0,1.0
hi_en_SC_006,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,74,49,25,74,0,1.0
hi_en_SC_006,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,1,0,0,238,206,32,238,0,1.0
hi_en_SC_007,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,73,48,25,73,0,1.0
hi_en_SC_007,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,1,0,0,229,205,24,229,0,1.0
hi_en_SC_008,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,75,49,26,75,0,1.0
hi_en_SC_008,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,0,3,1,223,720,51,771,548,3.4573991031390134
hi_en_SC_009,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,73,48,25,73,0,1.0
hi_en_SC_009,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,1,0,0,225,205,20,225,0,1.0
hi_en_SC_010,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,73,48,25,73,0,1.0
hi_en_SC_010,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,1,0,0,229,205,24,229,0,1.0
hi_en_SD_001,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,1,0,0,80,60,20,80,0,1.0
hi_en_SD_001,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,1,0,0,238,217,21,238,0,1.0
hi_en_SD_002,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,1,0,0,93,68,25,93,0,1.0
hi_en_SD_002,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,1,0,0,250,225,25,250,0,1.0
hi_en_SD_003,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,1,0,0,86,62,24,86,0,1.0
hi_en_SD_003,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,1,0,0,243,219,24,243,0,1.0
hi_en_SD_004,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,1,0,0,85,61,24,85,0,1.0
hi_en_SD_004,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,1,0,0,243,218,25,243,0,1.0
hi_en_SD_005,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,1,0,0,84,62,22,84,0,1.0
hi_en_SD_005,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,1,0,0,234,219,15,234,0,1.0
hi_en_SD_006,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,1,0,0,102,70,32,102,0,1.0
hi_en_SD_006,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,1,0,0,258,227,31,258,0,1.0
hi_en_SD_007,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,1,0,0,89,65,24,89,0,1.0
hi_en_SD_007,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,1,0,0,248,222,26,248,0,1.0
hi_en_SD_008,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,0,3,1,99,350,96,446,347,4.505050505050505
hi_en_SD_008,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,0,3,1,253,812,87,899,646,3.5533596837944663
hi_en_SD_009,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,0,3,1,79,290,49,339,260,4.291139240506329
hi_en_SD_009,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,1,0,0,237,217,20,237,0,1.0
hi_en_SD_010,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,script_register_locale,1,0,0,85,65,20,85,0,1.0
hi_en_SD_010,GPT-5.x family,gpt-5.4-mini,contract,hi-en,script_register_locale,1,0,0,242,222,20,242,0,1.0
ar_en_SA_001,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,157,220,222,442,285,2.8152866242038215
ar_en_SA_001,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,1,0,0,230,206,24,230,0,1.0
ar_en_SA_002,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,146,205,182,387,241,2.6506849315068495
ar_en_SA_002,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,1,0,0,221,202,19,221,0,1.0
ar_en_SA_003,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,122,184,129,313,191,2.5655737704918034
ar_en_SA_003,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,0,1,0,230,449,46,495,265,2.152173913043478
ar_en_SA_004,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,163,224,180,404,241,2.478527607361963
ar_en_SA_004,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,1,0,0,228,204,24,228,0,1.0
ar_en_SA_005,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,150,210,246,456,306,3.04
ar_en_SA_005,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,1,0,0,223,203,20,223,0,1.0
ar_en_SA_006,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,167,227,202,429,262,2.568862275449102
ar_en_SA_006,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,1,0,0,223,203,20,223,0,1.0
ar_en_SA_007,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,145,203,177,380,235,2.6206896551724137
ar_en_SA_007,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,1,0,0,220,201,19,220,0,1.0
ar_en_SA_008,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,159,216,227,443,284,2.7861635220125787
ar_en_SA_008,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,1,0,0,219,200,19,219,0,1.0
ar_en_SA_009,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,164,225,219,444,280,2.707317073170732
ar_en_SA_009,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,1,0,0,224,204,20,224,0,1.0
ar_en_SA_010,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,editing_preservation,0,1,0,133,193,150,343,210,2.5789473684210527
ar_en_SA_010,GPT-5.x family,gpt-5.4-mini,contract,ar-en,editing_preservation,1,0,0,226,203,23,226,0,1.0
ar_en_SB_001,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,51,37,14,51,0,1.0
ar_en_SB_001,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,208,194,14,208,0,1.0
ar_en_SB_002,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,49,36,13,49,0,1.0
ar_en_SB_002,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,206,193,13,206,0,1.0
ar_en_SB_003,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,50,36,14,50,0,1.0
ar_en_SB_003,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,207,193,14,207,0,1.0
ar_en_SB_004,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,50,37,13,50,0,1.0
ar_en_SB_004,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,207,194,13,207,0,1.0
ar_en_SB_005,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,53,38,15,53,0,1.0
ar_en_SB_005,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,211,195,16,211,0,1.0
ar_en_SB_006,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,45,34,11,45,0,1.0
ar_en_SB_006,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,203,191,12,203,0,1.0
ar_en_SB_007,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,45,34,11,45,0,1.0
ar_en_SB_007,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,202,191,11,202,0,1.0
ar_en_SB_008,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,46,35,11,46,0,1.0
ar_en_SB_008,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,203,192,11,203,0,1.0
ar_en_SB_009,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,49,36,13,49,0,1.0
ar_en_SB_009,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,206,193,13,206,0,1.0
ar_en_SB_010,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,output_language_inference,1,0,0,48,36,12,48,0,1.0
ar_en_SB_010,GPT-5.x family,gpt-5.4-mini,contract,ar-en,output_language_inference,1,0,0,205,193,12,205,0,1.0
ar_en_SC_001,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,69,52,17,69,0,1.0
ar_en_SC_001,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,231,209,22,231,0,1.0
ar_en_SC_002,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,69,52,17,69,0,1.0
ar_en_SC_002,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,231,209,22,231,0,1.0
ar_en_SC_003,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,69,52,17,69,0,1.0
ar_en_SC_003,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,226,209,17,226,0,1.0
ar_en_SC_004,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,69,52,17,69,0,1.0
ar_en_SC_004,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,226,209,17,226,0,1.0
ar_en_SC_005,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,69,52,17,69,0,1.0
ar_en_SC_005,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,226,209,17,226,0,1.0
ar_en_SC_006,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,71,53,18,71,0,1.0
ar_en_SC_006,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,228,210,18,228,0,1.0
ar_en_SC_007,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,69,52,17,69,0,1.0
ar_en_SC_007,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,226,209,17,226,0,1.0
ar_en_SC_008,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,71,53,18,71,0,1.0
ar_en_SC_008,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,228,210,18,228,0,1.0
ar_en_SC_009,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,69,52,17,69,0,1.0
ar_en_SC_009,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,226,209,17,226,0,1.0
ar_en_SC_010,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,quote_preservation,1,0,0,70,52,18,70,0,1.0
ar_en_SC_010,GPT-5.x family,gpt-5.4-mini,contract,ar-en,quote_preservation,1,0,0,226,209,17,226,0,1.0
ar_en_SD_001,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,1,0,0,74,56,18,74,0,1.0
ar_en_SD_001,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,1,0,0,231,213,18,231,0,1.0
ar_en_SD_002,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,1,0,0,89,64,25,89,0,1.0
ar_en_SD_002,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,1,0,0,246,221,25,246,0,1.0
ar_en_SD_003,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,1,0,0,77,58,19,77,0,1.0
ar_en_SD_003,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,1,0,0,233,215,18,233,0,1.0
ar_en_SD_004,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,1,0,0,76,57,19,76,0,1.0
ar_en_SD_004,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,1,0,0,229,214,15,229,0,1.0
ar_en_SD_005,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,1,0,0,77,58,19,77,0,1.0
ar_en_SD_005,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,1,0,0,235,215,20,235,0,1.0
ar_en_SD_006,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,1,0,0,94,66,28,94,0,1.0
ar_en_SD_006,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,0,3,1,249,800,78,878,629,3.5261044176706826
ar_en_SD_007,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,1,0,0,79,61,18,79,0,1.0
ar_en_SD_007,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,0,1,0,237,473,37,510,273,2.151898734177215
ar_en_SD_008,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,0,1,0,113,194,89,283,170,2.504424778761062
ar_en_SD_008,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,0,3,1,254,815,102,917,663,3.6102362204724407
ar_en_SD_009,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,1,0,0,82,56,26,82,0,1.0
ar_en_SD_009,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,1,0,0,237,213,24,237,0,1.0
ar_en_SD_010,GPT-5.x family,gpt-5.4-mini,baseline,ar-en,script_register_locale,1,0,0,86,61,25,86,0,1.0
ar_en_SD_010,GPT-5.x family,gpt-5.4-mini,contract,ar-en,script_register_locale,1,0,0,244,218,26,244,0,1.0
es_en_SA_001,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,1,0,165,206,217,423,258,2.5636363636363635
es_en_SA_001,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,1,0,0,296,204,92,296,0,1.0
es_en_SA_002,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,1,0,153,190,193,383,230,2.503267973856209
es_en_SA_002,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,1,0,0,256,200,56,256,0,1.0
es_en_SA_003,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,1,0,138,178,117,295,157,2.13768115942029
es_en_SA_003,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,1,0,0,253,203,50,253,0,1.0
es_en_SA_004,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,1,0,137,177,129,306,169,2.2335766423357666
es_en_SA_004,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,0,1,0,286,466,108,574,288,2.006993006993007
es_en_SA_005,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,1,0,115,173,107,280,165,2.4347826086956523
es_en_SA_005,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,1,0,0,290,201,89,290,0,1.0
es_en_SA_006,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,1,0,152,188,187,375,223,2.4671052631578947
es_en_SA_006,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,1,0,0,291,201,90,291,0,1.0
es_en_SA_007,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,1,0,143,161,156,317,174,2.2167832167832167
es_en_SA_007,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,1,0,0,253,199,54,253,0,1.0
es_en_SA_008,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,1,0,161,194,219,413,252,2.5652173913043477
es_en_SA_008,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,1,0,0,256,198,58,256,0,1.0
es_en_SA_009,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,2,0,181,473,245,718,537,3.9668508287292816
es_en_SA_009,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,0,1,0,286,460,104,564,278,1.972027972027972
es_en_SA_010,GPT-5.x family,gpt-5.5,baseline,es-en,editing_preservation,0,1,0,134,168,116,284,150,2.1194029850746268
es_en_SA_010,GPT-5.x family,gpt-5.5,contract,es-en,editing_preservation,1,0,0,279,201,78,279,0,1.0
es_en_SB_001,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,105,40,65,105,0,1.0
es_en_SB_001,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,253,197,56,253,0,1.0
es_en_SB_002,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,120,39,81,120,0,1.0
es_en_SB_002,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,287,196,91,287,0,1.0
es_en_SB_003,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,83,39,44,83,0,1.0
es_en_SB_003,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,268,196,72,268,0,1.0
es_en_SB_004,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,89,40,49,89,0,1.0
es_en_SB_004,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,268,197,71,268,0,1.0
es_en_SB_005,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,92,41,51,92,0,1.0
es_en_SB_005,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,274,198,76,274,0,1.0
es_en_SB_006,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,74,37,37,74,0,1.0
es_en_SB_006,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,247,194,53,247,0,1.0
es_en_SB_007,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,90,37,53,90,0,1.0
es_en_SB_007,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,270,194,76,270,0,1.0
es_en_SB_008,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,94,38,56,94,0,1.0
es_en_SB_008,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,245,195,50,245,0,1.0
es_en_SB_009,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,75,39,36,75,0,1.0
es_en_SB_009,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,249,196,53,249,0,1.0
es_en_SB_010,GPT-5.x family,gpt-5.5,baseline,es-en,output_language_inference,1,0,0,75,39,36,75,0,1.0
es_en_SB_010,GPT-5.x family,gpt-5.5,contract,es-en,output_language_inference,1,0,0,251,196,55,251,0,1.0
es_en_SC_001,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,86,44,42,86,0,1.0
es_en_SC_001,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,240,201,39,240,0,1.0
es_en_SC_002,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,142,44,98,142,0,1.0
es_en_SC_002,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,257,201,56,257,0,1.0
es_en_SC_003,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,103,44,59,103,0,1.0
es_en_SC_003,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,261,201,60,261,0,1.0
es_en_SC_004,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,106,44,62,106,0,1.0
es_en_SC_004,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,264,201,63,264,0,1.0
es_en_SC_005,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,106,44,62,106,0,1.0
es_en_SC_005,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,241,201,40,241,0,1.0
es_en_SC_006,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,108,45,63,108,0,1.0
es_en_SC_006,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,263,202,61,263,0,1.0
es_en_SC_007,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,107,44,63,107,0,1.0
es_en_SC_007,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,261,201,60,261,0,1.0
es_en_SC_008,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,109,45,64,109,0,1.0
es_en_SC_008,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,260,202,58,260,0,1.0
es_en_SC_009,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,104,44,60,104,0,1.0
es_en_SC_009,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,258,201,57,258,0,1.0
es_en_SC_010,GPT-5.x family,gpt-5.5,baseline,es-en,quote_preservation,1,0,0,96,44,52,96,0,1.0
es_en_SC_010,GPT-5.x family,gpt-5.5,contract,es-en,quote_preservation,1,0,0,241,201,40,241,0,1.0
es_en_SD_001,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,119,51,68,119,0,1.0
es_en_SD_001,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,273,208,65,273,0,1.0
es_en_SD_002,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,154,59,95,154,0,1.0
es_en_SD_002,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,294,216,78,294,0,1.0
es_en_SD_003,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,293,53,240,293,0,1.0
es_en_SD_003,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,297,210,87,297,0,1.0
es_en_SD_004,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,121,52,69,121,0,1.0
es_en_SD_004,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,256,209,47,256,0,1.0
es_en_SD_005,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,105,53,52,105,0,1.0
es_en_SD_005,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,268,210,58,268,0,1.0
es_en_SD_006,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,115,61,54,115,0,1.0
es_en_SD_006,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,280,218,62,280,0,1.0
es_en_SD_007,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,143,56,87,143,0,1.0
es_en_SD_007,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,298,213,85,298,0,1.0
es_en_SD_008,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,124,58,66,124,0,1.0
es_en_SD_008,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,284,215,69,284,0,1.0
es_en_SD_009,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,139,51,88,139,0,1.0
es_en_SD_009,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,258,208,50,258,0,1.0
es_en_SD_010,GPT-5.x family,gpt-5.5,baseline,es-en,script_register_locale,1,0,0,122,56,66,122,0,1.0
es_en_SD_010,GPT-5.x family,gpt-5.5,contract,es-en,script_register_locale,1,0,0,316,213,103,316,0,1.0
hi_en_SA_001,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,143,44,99,143,0,1.0
hi_en_SA_001,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,278,201,77,278,0,1.0
hi_en_SA_002,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,145,40,105,145,0,1.0
hi_en_SA_002,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,251,197,54,251,0,1.0
hi_en_SA_003,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,64,43,21,64,0,1.0
hi_en_SA_003,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,254,200,54,254,0,1.0
hi_en_SA_004,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,136,42,94,136,0,1.0
hi_en_SA_004,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,282,199,83,282,0,1.0
hi_en_SA_005,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,64,41,23,64,0,1.0
hi_en_SA_005,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,277,198,79,277,0,1.0
hi_en_SA_006,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,128,41,87,128,0,1.0
hi_en_SA_006,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,272,198,74,272,0,1.0
hi_en_SA_007,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,121,39,82,121,0,1.0
hi_en_SA_007,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,258,196,62,258,0,1.0
hi_en_SA_008,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,56,38,18,56,0,1.0
hi_en_SA_008,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,248,195,53,248,0,1.0
hi_en_SA_009,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,193,42,151,193,0,1.0
hi_en_SA_009,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,287,199,88,287,0,1.0
hi_en_SA_010,GPT-5.x family,gpt-5.5,baseline,hi-en,editing_preservation,1,0,0,145,41,104,145,0,1.0
hi_en_SA_010,GPT-5.x family,gpt-5.5,contract,hi-en,editing_preservation,1,0,0,269,198,71,269,0,1.0
hi_en_SB_001,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,0,3,1,105,197,94,291,186,2.7714285714285714
hi_en_SB_001,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,253,194,59,253,0,1.0
